27;26-0701-200810;MOTO;81.76%;07:01:49;2020-08-10
28;27-0701-200810;MOTO;81.45%;07:01:53;2020-08-10
29;28-0701-200810;MOTO;83.16%;07:01:57;2020-08-10
30;29-0702-200810;AUTO/CAMIONETA;94.57%;07:02:01;2020-08-10
31;30-0702-200810;AUTO/CAMIONETA;96.02%;07:02:05;2020-08-10
32;31-0702-200810;MOTO;84.14%;07:02:09;2020-08-10
33;32-0702-200810;MOTO;76.15%;07:02:13;2020-08-10
34;33-0702-200810;AUTO/CAMIONETA;90.04%;07:02:17;2020-08-10
35;34-0702-200810;MOTO;81.59%;07:02:21;2020-08-10
36;35-0702-200810;MOTO;79.49%;07:02:25;2020-08-10
37;36-0702-200810;AUTO/CAMIONETA;95.74%;07:02:29;2020-08-10
38;37-0702-200810;BUS/FURGONETA;80.18%;07:02:33;2020-08-10
39;38-0702-200810;AUTO/CAMIONETA;95.74%;07:02:37;2020-08-10
40;39-0702-200810;BUS/FURGONETA;80.57%;07:02:41;2020-08-10
41;40-0702-200810;BUS/FURGONETA;86.04%;07:02:45;2020-08-10
42;41-0702-200810;AUTO/CAMIONETA;90.04%;07:02:49;2020-08-10
43;42-0702-200810;AUTO/CAMIONETA;91.73%;07:02:53;2020-08-10
44;43-0702-200810;AUTO/CAMIONETA;94.14%;07:02:57;2020-08-10
45;44-0703-200810;AUTO/CAMIONETA;90.15%;07:03:01;2020-08-10
46;45-0703-200810;AUTO/CAMIONETA;94.53%;07:03:05;2020-08-10
47;46-0703-200810;AUTO/CAMIONETA;91.59%;07:03:09;2020-08-10
48;47-0703-200810;AUTO/CAMIONETA;93.49%;07:03:13;2020-08-10
49;48-0703-200810;AUTO/CAMIONETA;95.74%;07:03:17;2020-08-10
50;49-0703-200810;AUTO/CAMIONETA;93.18%;07:03:21;2020-08-10
51;50-0703-200810;AUTO/CAMIONETA;91.50%;07:03:25;2020-08-10
52;51-0703-200810;AUTO/CAMIONETA;94.57%;07:03:29;2020-08-10
53;52-0703-200810;AUTO/CAMIONETA;96.02%;07:03:33;2020-08-10
54;53-0703-200810;AUTO/CAMIONETA;76.51%;07:03:37;2020-08-10
55;54-0703-200810;AUTO/CAMIONETA;90.04%;07:03:41;2020-08-10
56;55-0703-200810;AUTO/CAMIONETA;90.04%;07:03:45;2020-08-10
57;56-0703-200810;AUTO/CAMIONETA;91.73%;07:03:49;2020-08-10
58;57-0703-200810;AUTO/CAMIONETA;94.08%;07:03:53;2020-08-10
59;58-0703-200810;BUS/FURGONETA;80.74%;07:03:57;2020-08-10
60;59-0704-200810;AUTO/CAMIONETA;90.04%;07:04:01;2020-08-10
61;60-0704-200810;AUTO/CAMIONETA;91.73%;07:04:05;2020-08-10
62;61-0704-200810;AUTO/CAMIONETA;90.04%;07:04:09;2020-08-10
63;62-0704-200810;AUTO/CAMIONETA;90.04%;07:04:13;2020-08-10
64;63-0704-200810;AUTO/CAMIONETA;91.73%;07:04:17;2020-08-10
65;64-0704-200810;BUS/FURGONETA;80.42%;07:04:21;2020-08-10
66;65-0704-200810;BUS/FURGONETA;77.00%;07:04:25;2020-08-10
67;66-0704-200810;AUTO/CAMIONETA;95.74%;07:04:29;2020-08-10
68;67-0704-200810;BUS/FURGONETA;80.94%;07:04:33;2020-08-10
69;68-0704-200810;AUTO/CAMIONETA;90.04%;07:04:37;2020-08-10
70;69-0704-200810;AUTO/CAMIONETA;91.73%;07:04:41;2020-08-10
71;70-0704-200810;AUTO/CAMIONETA;90.04%;07:04:45;2020-08-10
72;71-0704-200810;AUTO/CAMIONETA;91.73%;07:04:49;2020-08-10
73;72-0704-200810;AUTO/CAMIONETA;91.73%;07:04:53;2020-08-10
74;73-0704-200810;BUS/FURGONETA;80.74%;07:04:57;2020-08-10
75;74-0705-200810;AUTO/CAMIONETA;91.73%;07:05:01;2020-08-10
76;75-0705-200810;AUTO/CAMIONETA;90.04%;07:05:05;2020-08-10
77;76-0705-200810;AUTO/CAMIONETA;89.50%;07:05:09;2020-08-10
78;77-0705-200810;AUTO/CAMIONETA;77.44%;07:05:13;2020-08-10
79;78-0705-200810;BUS/FURGONETA;80.45%;07:05:17;2020-08-10
80;79-0705-200810;AUTO/CAMIONETA;95.74%;07:05:21;2020-08-10
81;80-0705-200810;BUS/FURGONETA;58.25%;07:05:25;2020-08-10
82;81-0705-200810;AUTO/CAMIONETA;91.73%;07:05:29;2020-08-10
83;82-0705-200810;AUTO/CAMIONETA;90.04%;07:05:33;2020-08-10
84;83-0705-200810;AUTO/CAMIONETA;91.73%;07:05:37;2020-08-10
85;84-0705-200810;AUTO/CAMIONETA;90.04%;07:05:41;2020-08-10
86;85-0705-200810;CAMION/TRAYLER;69.37%;07:05:45;2020-08-10
87;86-0705-200810;AUTO/CAMIONETA;91.73%;07:05:49;2020-08-10
88;87-0705-200810;AUTO/CAMIONETA;90.04%;07:05:53;2020-08-10
89;88-0705-200810;AUTO/CAMIONETA;91.73%;07:05:57;2020-08-10
90;89-0706-200810;AUTO/CAMIONETA;90.04%;07:06:01;2020-08-10
91;90-0706-200810;AUTO/CAMIONETA;99.22%;07:06:05;2020-08-10
92;91-0706-200810;AUTO/CAMIONETA;91.73%;07:06:09;2020-08-10
93;92-0706-200810;AUTO/CAMIONETA;90.04%;07:06:13;2020-08-10
94;93-0706-200810;AUTO/CAMIONETA;56.98%;07:06:17;2020-08-10
95;94-0706-200810;AUTO/CAMIONETA;87.06%;07:06:21;2020-08-10
96;95-0706-200810;AUTO/CAMIONETA;94.92%;07:06:25;2020-08-10
97;96-0706-200810;AUTO/CAMIONETA;94.63%;07:06:29;2020-08-10
98;97-0706-200810;AUTO/CAMIONETA;99.32%;07:06:33;2020-08-10
99;98-0706-200810;AUTO/CAMIONETA;97.27%;07:06:37;2020-08-10
100;99-0706-200810;AUTO/CAMIONETA;89.65%;07:06:41;2020-08-10
101;100-0706-200810;AUTO/CAMIONETA;95.90%;07:06:45;2020-08-10
102;101-0706-200810;AUTO/CAMIONETA;96.34%;07:06:49;2020-08-10
103;102-0706-200810;AUTO/CAMIONETA;52.88%;07:06:53;2020-08-10
104;103-0706-200810;AUTO/CAMIONETA;91.73%;07:06:57;2020-08-10
105;104-0707-200810;AUTO/CAMIONETA;90.04%;07:07:01;2020-08-10
106;105-0707-200810;AUTO/CAMIONETA;84.96%;07:07:05;2020-08-10
107;106-0707-200810;AUTO/CAMIONETA;85.21%;07:07:09;2020-08-10
108;107-0707-200810;AUTO/CAMIONETA;91.73%;07:07:13;2020-08-10
109;108-0707-200810;AUTO/CAMIONETA;90.04%;07:07:17;2020-08-10
110;109-0707-200810;AUTO/CAMIONETA;93.02%;07:07:21;2020-08-10
111;110-0707-200810;AUTO/CAMIONETA;94.97%;07:07:25;2020-08-10
112;111-0707-200810;AUTO/CAMIONETA;88.72%;07:07:29;2020-08-10
113;112-0707-200810;AUTO/CAMIONETA;93.16%;07:07:33;2020-08-10
114;113-0707-200810;AUTO/CAMIONETA;85.25%;07:07:37;2020-08-10
115;114-0707-200810;AUTO/CAMIONETA;91.73%;07:07:41;2020-08-10
116;115-0707-200810;AUTO/CAMIONETA;90.04%;07:07:45;2020-08-10
117;116-0707-200810;AUTO/CAMIONETA;56.25%;07:07:49;2020-08-10
118;117-0707-200810;AUTO/CAMIONETA;96.53%;07:07:53;2020-08-10
119;118-0707-200810;AUTO/CAMIONETA;82.23%;07:07:57;2020-08-10
120;119-0708-200810;AUTO/CAMIONETA;80.91%;07:08:01;2020-08-10
121;120-0708-200810;AUTO/CAMIONETA;92.33%;07:08:05;2020-08-10
122;121-0708-200810;AUTO/CAMIONETA;98.29%;07:08:09;2020-08-10
123;122-0708-200810;AUTO/CAMIONETA;96.97%;07:08:13;2020-08-10
124;123-0708-200810;AUTO/CAMIONETA;91.73%;07:08:17;2020-08-10
125;124-0708-200810;AUTO/CAMIONETA;90.04%;07:08:21;2020-08-10
126;125-0708-200810;AUTO/CAMIONETA;89.45%;07:08:25;2020-08-10
127;126-0708-200810;AUTO/CAMIONETA;98.83%;07:08:29;2020-08-10
128;127-0708-200810;MOTO;82.91%;07:08:33;2020-08-10
129;128-0708-200810;AUTO/CAMIONETA;91.73%;07:08:37;2020-08-10
130;129-0708-200810;AUTO/CAMIONETA;90.04%;07:08:41;2020-08-10
131;130-0708-200810;AUTO/CAMIONETA;88.13%;07:08:45;2020-08-10
132;131-0708-200810;AUTO/CAMIONETA;91.94%;07:08:49;2020-08-10
133;132-0708-200810;AUTO/CAMIONETA;91.73%;07:08:53;2020-08-10
134;133-0708-200810;AUTO/CAMIONETA;90.04%;07:08:57;2020-08-10
135;134-0709-200810;AUTO/CAMIONETA;91.73%;07:09:01;2020-08-10
136;135-0709-200810;AUTO/CAMIONETA;90.04%;07:09:05;2020-08-10
137;136-0709-200810;AUTO/CAMIONETA;94.53%;07:09:09;2020-08-10
138;137-0709-200810;AUTO/CAMIONETA;99.22%;07:09:13;2020-08-10
139;138-0709-200810;AUTO/CAMIONETA;91.73%;07:09:17;2020-08-10
140;139-0709-200810;AUTO/CAMIONETA;90.04%;07:09:21;2020-08-10
141;140-0709-200810;AUTO/CAMIONETA;91.73%;07:09:25;2020-08-10
142;141-0709-200810;AUTO/CAMIONETA;90.04%;07:09:29;2020-08-10
143;142-0709-200810;AUTO/CAMIONETA;91.73%;07:09:33;2020-08-10
144;143-0709-200810;AUTO/CAMIONETA;90.04%;07:09:37;2020-08-10
145;144-0709-200810;AUTO/CAMIONETA;83.64%;07:09:41;2020-08-10
146;145-0709-200810;MOTO;85.19%;07:09:45;2020-08-10
147;146-0709-200810;AUTO/CAMIONETA;91.73%;07:09:49;2020-08-10
148;147-0709-200810;AUTO/CAMIONETA;90.04%;07:09:53;2020-08-10
149;148-0709-200810;AUTO/CAMIONETA;94.19%;07:09:57;2020-08-10
150;149-0710-200810;AUTO/CAMIONETA;91.73%;07:10:01;2020-08-10
151;150-0710-200810;AUTO/CAMIONETA;90.04%;07:10:05;2020-08-10
152;151-0710-200810;AUTO/CAMIONETA;95.70%;07:10:09;2020-08-10
153;152-0710-200810;AUTO/CAMIONETA;91.73%;07:10:13;2020-08-10
154;153-0710-200810;AUTO/CAMIONETA;90.04%;07:10:17;2020-08-10
155;154-0710-200810;AUTO/CAMIONETA;91.73%;07:10:21;2020-08-10
156;155-0710-200810;AUTO/CAMIONETA;90.04%;07:10:25;2020-08-10
157;156-0710-200810;AUTO/CAMIONETA;94.29%;07:10:29;2020-08-10
158;157-0710-200810;AUTO/CAMIONETA;96.97%;07:10:33;2020-08-10
159;158-0710-200810;AUTO/CAMIONETA;95.90%;07:10:37;2020-08-10
160;159-0710-200810;AUTO/CAMIONETA;91.73%;07:10:41;2020-08-10
161;160-0710-200810;AUTO/CAMIONETA;90.04%;07:10:45;2020-08-10
162;161-0710-200810;AUTO/CAMIONETA;91.73%;07:10:49;2020-08-10
163;162-0710-200810;AUTO/CAMIONETA;90.04%;07:10:53;2020-08-10
164;163-0710-200810;AUTO/CAMIONETA;91.73%;07:10:57;2020-08-10
165;164-0711-200810;AUTO/CAMIONETA;90.04%;07:11:01;2020-08-10
166;165-0711-200810;MOTO;84.73%;07:11:05;2020-08-10
167;166-0711-200810;AUTO/CAMIONETA;91.73%;07:11:09;2020-08-10
168;167-0711-200810;AUTO/CAMIONETA;90.04%;07:11:13;2020-08-10
169;168-0711-200810;AUTO/CAMIONETA;92.43%;07:11:17;2020-08-10
170;169-0711-200810;AUTO/CAMIONETA;91.73%;07:11:21;2020-08-10
171;170-0711-200810;AUTO/CAMIONETA;90.04%;07:11:25;2020-08-10
172;171-0711-200810;AUTO/CAMIONETA;94.14%;07:11:29;2020-08-10
173;172-0711-200810;AUTO/CAMIONETA;56.15%;07:11:33;2020-08-10
174;173-0711-200810;AUTO/CAMIONETA;94.53%;07:11:37;2020-08-10
175;174-0711-200810;AUTO/CAMIONETA;81.59%;07:11:41;2020-08-10
176;175-0711-200810;AUTO/CAMIONETA;91.73%;07:11:45;2020-08-10
177;176-0711-200810;AUTO/CAMIONETA;90.04%;07:11:49;2020-08-10
178;177-0711-200810;AUTO/CAMIONETA;88.18%;07:11:53;2020-08-10
179;178-0711-200810;AUTO/CAMIONETA;91.50%;07:11:57;2020-08-10
180;179-0712-200810;AUTO/CAMIONETA;86.57%;07:12:01;2020-08-10
181;180-0712-200810;AUTO/CAMIONETA;91.73%;07:12:05;2020-08-10
182;181-0712-200810;AUTO/CAMIONETA;90.04%;07:12:09;2020-08-10
183;182-0712-200810;AUTO/CAMIONETA;69.73%;07:12:13;2020-08-10
184;183-0712-200810;AUTO/CAMIONETA;94.14%;07:12:17;2020-08-10
185;184-0712-200810;AUTO/CAMIONETA;91.73%;07:12:21;2020-08-10
186;185-0712-200810;AUTO/CAMIONETA;90.04%;07:12:25;2020-08-10
187;186-0712-200810;AUTO/CAMIONETA;81.59%;07:12:29;2020-08-10
188;187-0712-200810;AUTO/CAMIONETA;91.73%;07:12:33;2020-08-10
189;188-0712-200810;AUTO/CAMIONETA;90.04%;07:12:37;2020-08-10
190;189-0712-200810;AUTO/CAMIONETA;88.18%;07:12:41;2020-08-10
191;190-0712-200810;AUTO/CAMIONETA;91.50%;07:12:45;2020-08-10
192;191-0712-200810;AUTO/CAMIONETA;86.57%;07:12:49;2020-08-10
193;192-0712-200810;AUTO/CAMIONETA;74.02%;07:12:53;2020-08-10
194;193-0712-200810;MOTO;83.17%;07:12:57;2020-08-10
195;194-0713-200810;AUTO/CAMIONETA;87.70%;07:13:01;2020-08-10
196;195-0713-200810;AUTO/CAMIONETA;91.73%;07:13:05;2020-08-10
197;196-0713-200810;AUTO/CAMIONETA;90.04%;07:13:09;2020-08-10
198;197-0713-200810;AUTO/CAMIONETA;92.92%;07:13:13;2020-08-10
199;198-0713-200810;AUTO/CAMIONETA;91.73%;07:13:17;2020-08-10
200;199-0713-200810;AUTO/CAMIONETA;90.04%;07:13:21;2020-08-10
201;200-0713-200810;AUTO/CAMIONETA;55.52%;07:13:25;2020-08-10
202;201-0713-200810;AUTO/CAMIONETA;50.83%;07:13:29;2020-08-10
203;202-0713-200810;AUTO/CAMIONETA;76.95%;07:13:36;2020-08-10
204;203-0713-200810;AUTO/CAMIONETA;91.73%;07:13:43;2020-08-10
205;204-0713-200810;AUTO/CAMIONETA;90.04%;07:13:50;2020-08-10
206;205-0713-200810;AUTO/CAMIONETA;87.50%;07:13:57;2020-08-10
207;206-0714-200810;AUTO/CAMIONETA;91.73%;07:14:14;2020-08-10
208;207-0714-200810;AUTO/CAMIONETA;90.04%;07:14:18;2020-08-10
209;208-0714-200810;AUTO/CAMIONETA;81.45%;07:14:35;2020-08-10
210;209-0714-200810;AUTO/CAMIONETA;93.16%;07:14:50;2020-08-10
211;210-0714-200810;AUTO/CAMIONETA;86.04%;07:14:15;2020-08-10
212;211-0714-200810;AUTO/CAMIONETA;69.73%;07:14:39;2020-08-10
213;212-0715-200810;AUTO/CAMIONETA;91.73%;07:15:00;2020-08-10
214;213-0715-200810;AUTO/CAMIONETA;90.04%;07:15:04;2020-08-10
215;214-0715-200810;AUTO/CAMIONETA;94.53%;07:15:08;2020-08-10
216;215-0715-200810;AUTO/CAMIONETA;81.59%;07:15:12;2020-08-10
217;216-0715-200810;AUTO/CAMIONETA;73.49%;07:15:16;2020-08-10
218;217-0715-200810;AUTO/CAMIONETA;85.74%;07:15:20;2020-08-10
219;218-0715-200810;AUTO/CAMIONETA;88.18%;07:15:24;2020-08-10
220;219-0715-200810;AUTO/CAMIONETA;91.50%;07:15:28;2020-08-10
221;220-0715-200810;AUTO/CAMIONETA;86.57%;07:15:32;2020-08-10
222;221-0715-200810;AUTO/CAMIONETA;86.04%;07:15:36;2020-08-10
223;222-0715-200810;AUTO/CAMIONETA;69.73%;07:15:40;2020-08-10
224;223-0715-200810;AUTO/CAMIONETA;94.14%;07:15:44;2020-08-10
225;224-0715-200810;AUTO/CAMIONETA;91.73%;07:15:48;2020-08-10
226;225-0715-200810;AUTO/CAMIONETA;90.04%;07:15:52;2020-08-10
227;226-0715-200810;AUTO/CAMIONETA;94.14%;07:15:56;2020-08-10
228;227-0716-200810;AUTO/CAMIONETA;91.73%;07:16:00;2020-08-10
229;228-0716-200810;AUTO/CAMIONETA;90.04%;07:16:04;2020-08-10
230;229-0716-200810;AUTO/CAMIONETA;99.61%;07:16:08;2020-08-10
231;230-0716-200810;AUTO/CAMIONETA;69.14%;07:16:12;2020-08-10
232;231-0716-200810;AUTO/CAMIONETA;87.84%;07:16:16;2020-08-10
233;232-0716-200810;AUTO/CAMIONETA;91.73%;07:16:20;2020-08-10
234;233-0716-200810;AUTO/CAMIONETA;90.04%;07:16:24;2020-08-10
235;234-0716-200810;AUTO/CAMIONETA;76.51%;07:16:28;2020-08-10
236;235-0716-200810;AUTO/CAMIONETA;67.58%;07:16:32;2020-08-10
237;236-0716-200810;AUTO/CAMIONETA;99.71%;07:16:36;2020-08-10
238;237-0716-200810;AUTO/CAMIONETA;85.99%;07:16:40;2020-08-10
239;238-0716-200810;AUTO/CAMIONETA;91.73%;07:16:44;2020-08-10
240;239-0716-200810;AUTO/CAMIONETA;90.04%;07:16:48;2020-08-10
241;240-0716-200810;AUTO/CAMIONETA;69.34%;07:16:52;2020-08-10
242;241-0716-200810;AUTO/CAMIONETA;91.73%;07:16:56;2020-08-10
243;242-0717-200810;AUTO/CAMIONETA;90.04%;07:17:00;2020-08-10
244;243-0717-200810;AUTO/CAMIONETA;69.43%;07:17:04;2020-08-10
245;244-0717-200810;AUTO/CAMIONETA;75.98%;07:17:08;2020-08-10
246;245-0717-200810;AUTO/CAMIONETA;78.42%;07:17:12;2020-08-10
247;246-0717-200810;AUTO/CAMIONETA;77.00%;07:17:16;2020-08-10
248;247-0717-200810;AUTO/CAMIONETA;91.73%;07:17:20;2020-08-10
249;248-0717-200810;AUTO/CAMIONETA;90.04%;07:17:24;2020-08-10
250;249-0717-200810;AUTO/CAMIONETA;84.57%;07:17:28;2020-08-10
251;250-0717-200810;AUTO/CAMIONETA;86.87%;07:17:32;2020-08-10
252;251-0717-200810;AUTO/CAMIONETA;91.73%;07:17:36;2020-08-10
253;252-0717-200810;AUTO/CAMIONETA;90.04%;07:17:40;2020-08-10
254;253-0717-200810;AUTO/CAMIONETA;73.56%;07:17:44;2020-08-10
255;254-0717-200810;AUTO/CAMIONETA;86.13%;07:17:48;2020-08-10
256;255-0717-200810;AUTO/CAMIONETA;65.72%;07:17:52;2020-08-10
257;256-0717-200810;MOTO;85.07%;07:17:56;2020-08-10
258;257-0718-200810;AUTO/CAMIONETA;89.50%;07:18:00;2020-08-10
259;258-0718-200810;AUTO/CAMIONETA;77.44%;07:18:04;2020-08-10
260;259-0718-200810;AUTO/CAMIONETA;60.45%;07:18:08;2020-08-10
261;260-0718-200810;AUTO/CAMIONETA;81.59%;07:18:12;2020-08-10
262;261-0718-200810;AUTO/CAMIONETA;68.25%;07:18:16;2020-08-10
263;262-0718-200810;AUTO/CAMIONETA;71.90%;07:18:20;2020-08-10
264;263-0718-200810;AUTO/CAMIONETA;75.08%;07:18:24;2020-08-10
265;264-0718-200810;AUTO/CAMIONETA;86.47%;07:18:28;2020-08-10
266;265-0718-200810;AUTO/CAMIONETA;84.77%;07:18:32;2020-08-10
267;266-0718-200810;AUTO/CAMIONETA;91.73%;07:18:36;2020-08-10
268;267-0718-200810;AUTO/CAMIONETA;90.04%;07:18:40;2020-08-10
269;268-0718-200810;AUTO/CAMIONETA;61.67%;07:18:44;2020-08-10
270;269-0718-200810;AUTO/CAMIONETA;82.23%;07:18:48;2020-08-10
271;270-0718-200810;AUTO/CAMIONETA;96.14%;07:18:52;2020-08-10
272;271-0718-200810;AUTO/CAMIONETA;99.22%;07:18:56;2020-08-10
273;272-0719-200810;AUTO/CAMIONETA;81.64%;07:19:00;2020-08-10
274;273-0719-200810;AUTO/CAMIONETA;67.23%;07:19:04;2020-08-10
275;274-0719-200810;MOTO;84.98%;07:19:08;2020-08-10
276;275-0719-200810;AUTO/CAMIONETA;87.06%;07:19:12;2020-08-10
277;276-0719-200810;AUTO/CAMIONETA;94.92%;07:19:16;2020-08-10
278;277-0719-200810;AUTO/CAMIONETA;94.63%;07:19:20;2020-08-10
279;278-0719-200810;AUTO/CAMIONETA;91.73%;07:19:24;2020-08-10
280;279-0719-200810;AUTO/CAMIONETA;90.04%;07:19:28;2020-08-10
281;280-0719-200810;AUTO/CAMIONETA;89.65%;07:19:32;2020-08-10
282;281-0719-200810;AUTO/CAMIONETA;95.90%;07:19:36;2020-08-10
283;282-0719-200810;AUTO/CAMIONETA;96.34%;07:19:40;2020-08-10
284;283-0719-200810;AUTO/CAMIONETA;72.88%;07:19:44;2020-08-10
285;284-0719-200810;AUTO/CAMIONETA;91.73%;07:19:48;2020-08-10
286;285-0719-200810;AUTO/CAMIONETA;90.04%;07:19:52;2020-08-10
287;286-0719-200810;AUTO/CAMIONETA;84.96%;07:19:56;2020-08-10
288;287-0720-200810;AUTO/CAMIONETA;85.21%;07:20:00;2020-08-10
289;288-0720-200810;AUTO/CAMIONETA;86.13%;07:20:04;2020-08-10
290;289-0720-200810;AUTO/CAMIONETA;74.85%;07:20:08;2020-08-10
291;290-0720-200810;AUTO/CAMIONETA;93.02%;07:20:12;2020-08-10
292;291-0720-200810;AUTO/CAMIONETA;94.97%;07:20:16;2020-08-10
293;292-0720-200810;MOTO;84.72%;07:20:20;2020-08-10
294;293-0720-200810;AUTO/CAMIONETA;93.16%;07:20:24;2020-08-10
295;294-0720-200810;AUTO/CAMIONETA;85.25%;07:20:28;2020-08-10
296;295-0720-200810;AUTO/CAMIONETA;91.73%;07:20:32;2020-08-10
297;296-0720-200810;AUTO/CAMIONETA;90.04%;07:20:36;2020-08-10
298;297-0720-200810;AUTO/CAMIONETA;91.73%;07:20:40;2020-08-10
299;298-0720-200810;AUTO/CAMIONETA;90.04%;07:20:44;2020-08-10
300;299-0720-200810;AUTO/CAMIONETA;82.23%;07:20:48;2020-08-10
301;300-0720-200810;AUTO/CAMIONETA;80.91%;07:20:52;2020-08-10
302;301-0720-200810;MOTO;82.33%;07:20:56;2020-08-10
303;302-0721-200810;MOTO;85.29%;07:21:00;2020-08-10
304;303-0721-200810;MOTO;84.97%;07:21:04;2020-08-10
305;304-0721-200810;AUTO/CAMIONETA;91.73%;07:21:08;2020-08-10
306;305-0721-200810;AUTO/CAMIONETA;90.04%;07:21:12;2020-08-10
307;306-0721-200810;BUS/FURGONETA;79.45%;07:21:16;2020-08-10
308;307-0721-200810;AUTO/CAMIONETA;91.73%;07:21:20;2020-08-10
309;308-0721-200810;AUTO/CAMIONETA;90.04%;07:21:24;2020-08-10
310;309-0721-200810;AUTO/CAMIONETA;91.73%;07:21:28;2020-08-10
311;310-0721-200810;AUTO/CAMIONETA;90.04%;07:21:32;2020-08-10
312;311-0721-200810;AUTO/CAMIONETA;88.13%;07:21:36;2020-08-10
313;312-0721-200810;AUTO/CAMIONETA;91.94%;07:21:40;2020-08-10
314;313-0721-200810;MOTO;85.28%;07:21:44;2020-08-10
315;314-0721-200810;MOTO;80.21%;07:21:48;2020-08-10
316;315-0721-200810;MOTO;81.12%;07:21:52;2020-08-10
317;316-0721-200810;BUS/FURGONETA;81.59%;07:21:56;2020-08-10
318;317-0722-200810;BUS/FURGONETA;81.59%;07:22:00;2020-08-10
319;318-0722-200810;AUTO/CAMIONETA;91.94%;07:22:04;2020-08-10
320;319-0722-200810;BUS/FURGONETA;81.59%;07:22:08;2020-08-10
321;320-0722-200810;BUS/FURGONETA;81.59%;07:22:12;2020-08-10
322;321-0722-200810;AUTO/CAMIONETA;91.73%;07:22:16;2020-08-10
323;322-0722-200810;AUTO/CAMIONETA;90.04%;07:22:20;2020-08-10
324;323-0722-200810;AUTO/CAMIONETA;91.73%;07:22:24;2020-08-10
325;324-0722-200810;AUTO/CAMIONETA;90.04%;07:22:28;2020-08-10
326;325-0722-200810;AUTO/CAMIONETA;83.64%;07:22:32;2020-08-10
327;326-0722-200810;AUTO/CAMIONETA;98.19%;07:22:36;2020-08-10
328;327-0722-200810;AUTO/CAMIONETA;66.41%;07:22:40;2020-08-10
329;328-0722-200810;AUTO/CAMIONETA;96.24%;07:22:44;2020-08-10
330;329-0722-200810;AUTO/CAMIONETA;94.19%;07:22:48;2020-08-10
331;330-0722-200810;AUTO/CAMIONETA;91.73%;07:22:52;2020-08-10
332;331-0722-200810;AUTO/CAMIONETA;90.04%;07:22:56;2020-08-10
333;332-0723-200810;AUTO/CAMIONETA;91.73%;07:23:00;2020-08-10
334;333-0723-200810;AUTO/CAMIONETA;90.04%;07:23:04;2020-08-10
335;334-0723-200810;AUTO/CAMIONETA;54.54%;07:23:08;2020-08-10
336;335-0723-200810;AUTO/CAMIONETA;99.61%;07:23:12;2020-08-10
337;336-0723-200810;MOTO;84.42%;07:23:16;2020-08-10
338;337-0723-200810;AUTO/CAMIONETA;99.61%;07:23:20;2020-08-10
339;338-0723-200810;AUTO/CAMIONETA;99.61%;07:23:24;2020-08-10
340;339-0723-200810;MOTO;85.90%;07:23:28;2020-08-10
341;340-0723-200810;AUTO/CAMIONETA;99.61%;07:23:32;2020-08-10
342;341-0723-200810;AUTO/CAMIONETA;96.24%;07:23:36;2020-08-10
343;342-0723-200810;AUTO/CAMIONETA;91.73%;07:23:40;2020-08-10
344;343-0723-200810;AUTO/CAMIONETA;90.04%;07:23:44;2020-08-10
345;344-0723-200810;AUTO/CAMIONETA;99.02%;07:23:48;2020-08-10
346;345-0723-200810;AUTO/CAMIONETA;91.73%;07:23:52;2020-08-10
